title,link,price,extracted_price,rating,reviews,extensions,thumbnails
OYO Hotel Family Plaza Near Botanic Garden of Indian Republic,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIMBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJbzgzS29hbldwN3h0R2cwdlp5OHhNV3MwTnpSc1luTmtFQUU4DUgA&ap=MAE,₹914,₹914,4.9,8,"['Free Wi-Fi', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMF7HyrUZ-wmTEIRxFIVJkNpBo_PnB8sqxqyCty=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOwtEdrSTCKRzolLAdbnESkFcAvDE8iGu4f251A=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNOFn_3Slb8xcBUFvYoZ_BIo01c6CgbNQ92nTYJ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipP9JzFdGzKaFAQ938hBavLgY_G-LmZ2NsFf1VFi=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNuCAXzkDBueqbDrlLJ91VShWPsrGne6_05Graj=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPlgfUhD9HtH469drf1MWBxfIfsGxWCXSD15-sB=s287-w287-h192-n-k-no-v1']"
Capital O Palatial Grand,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJ4BEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJenB6YXF2V083SVVuR2cwdlp5OHhNV05yY1hKaWVuRnlFQUU4DUgA&ap=MAE,,,3.9,812,"['Breakfast', 'Free Wi-Fi', 'Parking', 'Air conditioning', 'Restaurant', 'Kitchen in some rooms', 'Full-service laundry', 'Kid-friendly']","['https://lh5.googleusercontent.com/p/AF1QipNg8MR7IBflDZd3E-aS8vuCOLypCpsTu51BFrPm=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNLZebcU2shTNr-ys1Onl4pOUfAGA6wvudxPaFo=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMkLpboIbMlc5CvNJ7c3eYAJltWJWJ9Fp6Mcvn9=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPCh0ZqfJiE9epCUI0s3YYYkt67VU-uo9QYV8Jf=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOk4z1caiojzLS9lJ0Gd96pxjieeQZAaObTHnij=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNa1QZYoazoQBo6W7chF2Z12nd0fvpq6owQGNeX=s287-w287-h192-n-k-no-v1']"
OYO Flagship Royal Residency Near ISKCON Temple Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLEBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJdFpEcThKNi01NGRwR2cwdlp5OHhNWE5qTnpWNk5qTm5FQUU4DUgA&ap=MAE,₹945,₹945,4.4,14,[],"['https://lh5.googleusercontent.com/p/AF1QipPoiKFwRZd2DNzXpL7U3_ucRmMQF1Zz6VnEa0Lc=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPRFhfK5urz1fSz8yj9uuUN99qCcS3YX94R4HIQ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPrMM5VhAHEeDfbNKtDrlKGh3M-l10ps2OPmlql=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNBOKITD19ltnrz_rEZbUziLmH-nsesc294AdjT=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPr4S_VBHDR1tufemZj5nkVby0JXFYq_n4C54Iw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMkCW7gDgkLBUH0VSTGDKib08ghdFeolZ90hUPf=s287-w287-h192-n-k-no-v1']"
POP 89577 Hotel The Rock Residency,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMcBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJdWRfY3JacUZ3TWhDR2cwdlp5OHhNV2czWTNwNU9IQmZFQUU4DUgA&ap=MAE,,,4.1,70,"['Parking', 'Air conditioning', 'Kid-friendly', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOMZjkvWEvCj84VaMo0navEDP5gk0xMj59NeNm9=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOFVG7_MnA7G6WHy8hBeke9zoG3uxhUDW1e2j0A=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOdmuHFtUKnht7c-21sa96h43JI0-ha6vcOLmWR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMPHL8BVPdrwwe0ilnWpwKwDa5WqR-ZLbzoMhQF=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=epc07vojZi4nfSqXd7vtwA&cb_client=search.estubs.gps&w=287&h=192&yaw=284.4924&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipM2_HCPGWIu5TrrrCtWHZWYsk-rd44GUyClWTxD=s287-w287-h192-n-k-no-v1']"
OYO Palace At Seventy Two Near Iskcon Temple Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNoBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JdGJPOW1JUEptY3lzQVJvTkwyY3ZNVEZ1YzNZeVpHTnJhaEFCOA1IAA&ap=MAE,₹875,₹875,3.3,172,"['Breakfast ($)', 'Free Wi-Fi', 'Parking', 'Pool', 'Air conditioning', 'Pet-friendly', 'Room service', 'Kitchen in some rooms', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipPvJ6uznJOdLs-lRhE3ShBTdOO45x_qHO2QznOv=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNQxsNjJmHH82hozAcMt9dwtA1m5KNknKzUdf7z=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNjIoKII6DGGUoDYNMLdapFpd4V2om-7xFYXMdN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNjtKWSIHRw8112E2rbc7qkugp0jkR0OIyFJvX8=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN7C8-4S9QG1bWU6sh-R9i-Ewm2fiOCItUfpCit=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOBqolROlheb5cPh9HGMQmjjWlGJrIiIOzMeMAn=s287-w287-h192-n-k-no-v1']"
Zero To Z Guesthouse,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPEBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJenJuYnpPV1kzSTFLR2cwdlp5OHhNV3hyWkRBMk1HNHlFQUU4DUgA&ap=MAE,,,,,[],['https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F0f-7fn20g0dnzDqut58Lw&cb_client=search.estubs.gps&w=1024&h=192&yaw=120.30056&pitch=0&thumbfov=100&scale=2']
Globe house hotal,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPoBEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JbnJ1cl9jTzcwZjdvQVJvTkwyY3ZNVEZzWm1nMk0yMXRhaEFCOA1IAA&ap=MAE,,,4.1,38,[],"['https://lh5.googleusercontent.com/p/AF1QipMhaQ7kOwOyJVkh51JTIClmxNFc5Jr0164490kR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNooQ4SOETb5tVYLIMlahgAJMj3RY66nCHSSrhJ=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EzyR4EVfRxuxIY5RWZraBg&cb_client=search.estubs.gps&w=287&h=192&yaw=194.35294&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipOy2caUJ7TjB7eiSHXXGB-7yAE6QrnyZ0CBeit2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNKKCvSBgKwJEzvkY3qa13aBDJXUu6d2maUuoNR=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPvFrQP3SdrYOX26vMJCQ2XgIVy69DyzqXYhIxB=s287-w287-h192-n-k-no-v1']"
Hotel Noida Grand,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIwCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JNVBlZzFjajF2cEtGQVJvTkwyY3ZNVEYwWTE5aU1YTXplQkFCOA1IAA&ap=MAE,,,5,1,[],"['https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7GEfL_ldUn5J9l-lM5RswQ&cb_client=search.estubs.gps&w=287&h=192&yaw=293.90826&pitch=0&thumbfov=100&scale=2', 'https://lh5.googleusercontent.com/p/AF1QipMLC-KrMtxi041e1rFnO8HqncBJL5KNgLv0U7UO=s287-w287-h192-n-k-no-v1']"
OYO The Swiss Residence Near Pvr Ansal Plaza Greater Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CJoCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9Jc3ZYay1MTFdzcXI1QVJvTkwyY3ZNVEZ4Ym1wMFkySm1heEFCOA1IAA&ap=MAE,"₹1,709","₹1,709",3.7,11,"['Free breakfast', 'Free Wi-Fi', 'Parking', 'Pool', 'Room service', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipMbvNHhvHcYUk_PbbWaNtoxYaABIq0ObF02ZGNZ=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPQgtR_zEI-9XHWWH_2TR0M4qB5cX_6l3JVfDKV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOeyolAm-QLBG0zevmYgB5g5yQez6SR-gHNXTpr=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNYtBHZCcqQjZHunIfikHQVN7CSi7j-2OI2pGdn=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOYWy0ylD5ACYzrAYOAdtAhxpiS0HkJ7Xzzbar2=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMrStdBJ2YeWzN8JLJN0XK5YRocVLiIQ6IGBzkg=s287-w287-h192-n-k-no-v1']"
G N StayAnd Greater Noida Stay,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CLECEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMidDaGtJMUtQc2wtSHJodWNsR2cwdlp5OHhNVzV3TTJONGFHTjRFQUU4DUgA&ap=MAE,,,4.3,183,"['Free Wi-Fi', 'Free parking', 'Kitchen in some rooms', 'Full-service laundry', 'Business center', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOF4XxBLunuPhwajP_vydyAStjSAEjtifkFVSX5=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMHLSEM1TI0ScgegzwhL0h0q7t62_29Qw-Wpaeh=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNECpQw0rlDZcqSGAe8LWhR9judHcvOnKtrpXSM=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPsHx_IJW09dWFNtXW4X0aUotiK-Cg7TcXIqGhE=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipN9y1fcQi-UtkWW1WIS34jyP-for43YQ9fSWO6K=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPOe2_L2o6h0x0INir_prtfmp4t8A1yJD38rlSF=s287-w287-h192-n-k-no-v1']"
Flagship Rk Residency Near Iskcon Temple Noida,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CMQCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JME5xU3MtcVJ0NHpjQVJvTkwyY3ZNVEZ6WXpJMmNIZHNjUkFCOA1IAA&ap=MAE,"₹1,195","₹1,195",5,1,"['Free Wi-Fi', 'Pool', 'Kitchen in some rooms', 'Full-service laundry', 'Smoke-free property']","['https://lh5.googleusercontent.com/p/AF1QipOrC4wG9Bt7w4LNlhM2yC4SKLEwFbeNAiaGnnIN=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOX7oMNQGwF16pxW2UKGXVHc3KLrN1PES1f45Bj=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM6wjJ0oKKyiCIxwsHM4A1ucB4NWxNsYwK89Diz=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNdySvh3IoI6eztMUcgXs6EgNzeNQtNMH3iEae6=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipPIXndpumZ2c216DqZCib-v527ayAg0MR5m9pAT=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNbeqXmsLGE7JH-wOgJXZMoLBxHt_nJtmqwjIqF=s287-w287-h192-n-k-no-v1']"
SRM House Gama 2,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CNsCEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9JM09mMGlQN0VqY0tuQVJvTkwyY3ZNVEZtYTNSNmEybzNjeEFCOA1IAA&ap=MAE,"₹2,883","₹2,883",3.9,44,"['Free breakfast', 'Free Wi-Fi', 'Free parking', 'Pool', 'Air conditioning', 'Fitness center', 'Bar', 'Restaurant', 'Room service']","['https://lh5.googleusercontent.com/p/AF1QipMMm8MFt562LTDJypUceNJsD-PIQp5UQeWMrjzV=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMwdOWBew8WkaxZoZr-ulLrg84NHRJJtKZgpVoz=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOx8cko7M8jWjwtq6fLpkBu3bknQ27rBHXh9V1y=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOZTX5zVglrmNJ4k9NRizmpIcb0Q6pCtvEtqlW3=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOYf9U4GQkq4roetkKMKu-XXBExQfjFkudVqusy=s287-w287-h192-n-k-no-v1', 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nYaI9zHf3uhd21Q-YtjCTQ&cb_client=search.estubs.gps&w=287&h=192&yaw=150.51457&pitch=0&thumbfov=100&scale=2']"
Entire Super Luxury 3 bedroom in Gr Noida near expo mart,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CPICEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9ReElQVDU4dVA0WTN2QVJvTkwyY3ZNVEYwZUhGdGVYRTJZaEFDOA1IAA&ap=MAE,"₹5,630","₹5,630",,,"['House', 'Sleeps 6', '3 bedrooms', '1 bathroom', '4 beds', 'Air conditioning', 'Balcony', 'Kid-friendly', 'Elevator']","['https://lh4.googleusercontent.com/proxy/rPm1kMRzrsreag9_43fnDiM2RIkJht2y3CnPKs6eHWfPoaBMfRGmLvrC-DwPfdk4RvdgfjDdHZsV3nxOOL5j3qrC6RnIARj6WleIWUNL4wZ-N6IXXCDjIag5hCeLjz8jkgoeT_V2il7Rv5B1pElqoULLPS9_-Tw=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/proxy/LE-FkzNdV9G2zueomtH1Gdkdc7yUt4Y91xlnHAjZ4uDdgoSa02Dn1MQ_QB8UuUWVw-FiytrPOGZDl_izDWCoEgxfpAOJlD4QzUXjhZzf1JJqJ3bOS4UWaNVSHn5PoNE53BqCiQmjFj17q69kr1tPciXKuR8de_Y=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/BYVd4VwG92-uUoh2818nmBCMnATVosFGjKWmUgUNDSLcXSXsOnCbLrwyWutxYZgQfuVaRMFiA2tp1eOFrZempkTZrn_RfVgxHLd8TY4wkEDIdAG7ownH5SzbrRh1XdDevohwDsiiMXxNZP0mYV6MDkO2kTd_0yc=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/6Bqm1pdLNXgKc7UcvXHjkPIovfOIfD8afmY8Qz2n0mr5p8vYSJVHonPT474irdnrS5KHPY9cHU5BM5cK6n6U_92kqHu2wiCmr-bUuA9R7nzNKZzGmozTm2bOTZNrzb9f9-sFagy09MUFsuOxZb49aYwJAqRN-w=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/N0MmrASlmJo-JcJ9UuS2s0OdLarXeAY_hu3ifnayyeSPQJgs4exG_botv4FGFpXSUfFwP7JbKTf83L37lLGFRkg6yOor3ek96SDc1wuKWVUybKQ9DF0fgPvtqZz9-f9rxd6QBVQTn_YcR0td6ueymWMC7CYH-A=s287-w287-h192-n-k-no-v1', 'https://lh4.googleusercontent.com/proxy/9Hc3Tz-Dgb6QtlXyzG8F1xIDn0ggI4cBJU9p-rpGKh5T8QayGQnfDm31a9F74zkrtkrSP9oWt_oFOPdkYrzkwalXKxC6nWDyWTz6rEep1-jZr8zhaDiGlerb_LWP7pCT0s62RLcACcgiRnkQagpYmZBTN0mB5A=s287-w287-h192-n-k-no-v1']"
Lovely 3 bedroom duplex villa,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CIgDEMr3BGoYChMIqKf-5PPhgwMVAAAAAB0AAAAAEKwB&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDUHdCMihDaG9RaWF6eW1MVFAydEtPQVJvTkwyY3ZNVEYwZUhGc1gzSjJheEFDOA1IAA&ap=MAE,"₹11,708","₹11,708",,,"['Villa', 'Sleeps 10', '3 bedrooms', '3 bathrooms', 'Air conditioning', 'Kid-friendly', 'Free parking', 'No fitness center', 'No hot tub']","['https://lh6.googleusercontent.com/proxy/jh0HmP1BoEKtu3C60sUZToMQ2XpxNNd5yR0t98e2yQXNC7nWoZi9OfT34EhE7mRpsK5JM4YgCUhEnvRgtQuGpN8ZIsWzIC14H1x13sjyLAORAnVYcQM1O3yvPtYscFfr8Wc9PisZz2sLheFOGjC9xLTyfoIb8-k=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/ahuUK9D2VbZ-pg5LtHgNbJNqklCEIFEiYEGTJsLHR4-58Pb8njSkmCsuZ8GJAR2NdrBH6XxvUT_NM4m-sUdSRBRUrKkRURlz_8jC8BCMpbgWYVqLk2BRrTR-Z3Q_hagnE434cthY8sBUw8glIIBrLTiSHdTQgEU=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/fhu0RcW_GF3Idos4FVrVrYYcv_vdZ96xI-a4f3lU6vAk-CTHgflg09KMwZol638unh0LXsJOds8A0CKkYEEUUa32rprANynxV6Qn4jugURcaqdhf2j5r4NmWfuvELcUveOLRjlGx8lOxRjiXpBJFJksVoag=s287-w287-h192-n-k-no-v1', 'https://lh6.googleusercontent.com/proxy/45TcUEnolmN8wlopIxFtDt_kJZht2-63GhZVM-4SRTvsaBNQzz9ENb-BSOpJYX6waMuibmwLj8a-JLoQzSFkYNPSiyEUhSjkBa74jugi7QOgl-etExLF2hQkeLhGGTxAktUMjDTp2s8XjxN6BkuD4jYJfKye6A=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/v5JifCDlKNq6biONdgG5VLy5CMq5DZpetkgMJUuwHNb7gBqGv2uuomFCv1KA97z0HhgNH9CSfu6PlBs1cAa3jJvd4OyqKxLYsotEQ9ow36ASl5G84PAHb7jTJF8Cv5wJP3JJj-sI-tdnbg0zQ-Hzatto-MP5_BE=s287-w287-h192-n-k-no-v1', 'https://lh3.googleusercontent.com/proxy/tR4GGyydOYGpZ20ZfukmvMgIWwPZm3PonwVCuC1R2C6HgDzLgyI44NgBnfcLyto0gwttU4ZtwvrUWsuQi2WNIjj4ZiokKPRPJKjMW1Q0szjx0zjRMbGRKBwmG-8w2dAszZoQAxHmZtiZl1U0df-xKjhV7gqVwJQ=s287-w287-h192-n-k-no-v1']"
OYO Townhouse 491 Hotel Elegant Kp-moca,https://www.google.com/travel/search?q=Greater%20Noida%20hotels&ved=0CAQQyvcEahgKEwiop_7k8-GDAxUAAAAAHQAAAAAQtQE&ts=CAESCgoCCAMKAggDEAAaVgo4EjYyJTB4MzkwY2VhNjRiOGY4OWFlZjoweGVjMGNjYWJiNTMxNzk2MmU6DUdyZWF0ZXIgTm9pZGESGhIUCgcI6A8QARgaEgcI6A8QARgbGAEyAhAAKgcKBToDSU5S&qs=EgRDSTRDMidDaGtJMWF2RmdiTEpzZHR5R2cwdlp5OHhNWEF3WHpkc09EbHpFQUU4DUgA&ap=MAE,,,3.1,16,[],"['https://lh5.googleusercontent.com/p/AF1QipOyoCE71ayY6AMOyxKFLEJ52dkXU2nDSNL1uQT0=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMkMepiVbpxXtNeO7sFTE18SGU_8aZUBIHML0zg=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipNAOT5Px5tUYdO5nYSyMlaPpkoXQbsrDI7xifNd=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipOJwIB0YvqT_wRNCGHBbl0IsIO9Wzjf74lG-dfu=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipM3I2o1AuQbtsSLPmyA5yLq_QdfojwShE7JHE-J=s287-w287-h192-n-k-no-v1', 'https://lh5.googleusercontent.com/p/AF1QipMR_-JmgG8vRqU97cWYpjDuYZ2LTrd0SC5EgyRf=s287-w287-h192-n-k-no-v1']"
